,Comments
674,"['erde', 'whrt', 'teilparadies', 'hingegen', 'habitablere', 'planeten', 'postuliert', 'einst', 'nahe', 'nova', 'frhgezndete', 'sonne', 'frhgeburt', 'erde', 'ereilt', 'worden', 'hienieden', 'hat', 'demgemss', 'viele', 'sugern', 'abgegraste', 'wsten', 'invasive', 'arten', 'reiche', 'fehlverhalten', 'sapiens', 'kaum', 'naturverstndnis', 'glauben', 'knpft', 'zurckzufhren', 'europa', 'ausser', 'verbliebenen', 'kleinen', 'winkeln', 'bieten', 'viele', 'frchte', 'weiteres', 'erdteilen', 'angesiedelt', 'berforderung', 'arten', 'verfremdet', 'zusehends', 'kompensationen', 'berzchtungen', 'arten', 'vernichten', 'pfropfen', 'stelle', 'unaufhaltsamen', 'wirtschaftsmotors', 'gesellen', 'auswucherungen', 'verschleppungen', 'schwieriges', 'immer', 'fter', 'lange', 'bank', 'geschoben', 'problemberg', 'drohte', 'umzukippen', 'hamstern', 'spiessern', 'opportunismus', 'vetterchenwirtschaft', 'einseitiges', 'einteilen', 'anspruchsvolle', 'spannend', 'besttigend', 'wrende', 'aufgaben', 'problem', 'verklren', 'verlagern', 'verbreitet', 'drfe', 'ersten', 'snder', 'gewartet', 'nachffend', 'hinterherfrnt', 'erdulden', 'wollend', 'ungehaltene', 'bereiche', 'einpendelten', 'verantwortung', 'festigte', 'bedeuten', 'gene', 'viren', 'gene', 'viren', 'sapiens', 'knnte', 'trotzdem', 'harmonie', 'einkehren', 'einfach', 'fein', 'weiblich', 'bescheiden', 'wenngleich', 'sogenannte', 'zivilisation', 'gemchlich', 'entwickelt', 'msste', 'heikel', 'fragil', 'wre', 'getrocknet', 'werdende', 'holz', 'ehe', 'versieht', 'verheizt', 'polnahen', 'regionen', 'wchst', 'fast', 'qulend', 'langsam', 'intelligenz', 'menschen', 'msste', 'funktionieren', 'mehr', 'problem', 'ohnmachtsglocke', 'nahe', 'whnt', 'pfusch', 'genen', 'inneren', 'schweinehund', 'gleich', 'berwinden', 'sinnlosen', 'zombie', 'erwachen', 'morgen', 'anstatt', 'tot', 'teufe', 'lallte', 'warum', 'schulden', 'abstottern', 'knnend', 'sinnlosigkeit', 'menschen', 'huldigen', 'tisch', 'teppich', 'gekehrt', 'vermeintliche', 'hexen', 'ausgemachte', 'jahre', 'subtiler', 'getilgt', 'offene', 'konfrontationen', 'wichen', 'verwerflicheren', 'feigheiten', 'delegiertanonymer', 'art', 'kriegslustige', 'irgendwann', 'kommenden', 'asteroiden', 'fleischschande', 'raub', 'anstatt', 'open', 'wettbewerb', 'erfindungen', 'fast', 'gemacht', 'worden', 'erst', 'gross', 'geld', 'mehr', 'masse', 'konsumisten', 'erhielten', 'bescheidenen', 'zugang', 'gast', 'mensch', 'durchreise', 'zwischenstation', 'lektion', 'bescheidenheit', 'begreifen', 'sollend', 'kaum', 'mitforsten', 'dumme', 'suger', 'geistigem', 'lastabwurf', 'entstandene', 'haine', 'bernutzten', 'glaube', 'art', 'rehbockgeist', 'menschsein', 'verirrte', 'rehe', 'eventuell', 'rotwild', 'berichten', 'gem', 'talentierte', 'landschaftsgrtner', 'bettigen', 'verknappung', 'sapiens', 'tolerieren', 'schwchlingen', 'anstatt', 'fuchs', 'aufzurumen', 'stark', 'erschwert', 'worden', 'drfte']"
675,"['wen', 'kmmert', 'ganze', 'fliegenschiss', 'universum', 'vermutlich', 'sogar', 'deutlich', 'weniger', 'universum', 'egal', 'menscheit', 'sptestens', 'aussterben', 'sonne', 'platzt', 'poof', 'wahrscheinlich', 'stirbt', 'schon', 'deutlich', 'frher', 'eigenverschulden', 'immer', 'egal', 'generation', 'bisschen', 'angeschissen', 'letzte', 'momentan', 'sieht', 'ja', 'wrden', 'herumleben', 'gut', 'dran', 'vorbeischrammen', 'passt', 'fr', 'heult']"
676,"['gesunder', 'europischer', 'nihilismus', 'priese', 'selbsthass', 'sorge', 'befrchteten', 'unzahlen', 'kindern', 'zuschauer', 'gebren', 'findet', 'andernorts', 'stattaber', 'logik', 'ganz', 'schlssig', 'unbedeutend', 'mensch', 'unbedeutend', 'schlechten', 'taten', 'zumal', 'wer', 'sagt', 'schlecht', 'istso', 'schn', 'immer', 'mehr', 'menschen', 'religion', 'kommen', 'unbefriedigend', 'beim', 'nihilismus', 'stehen', 'bleiben', 'weiterdenken', 'anstrengend', 'bedeutung', 'wrde', 'gleich', 'verantwortung', 'ziehen', 'beschuldigen', 'schuldig', 'fhlen', 'scheinbar', 'gerade', 'tragbar', 'darber', 'hinaus', 'heute', 'mehr', 'menschen', 'erwarten']"
677,"['liebe', 'arte', 'dokus', 'reportagen', 'schon', 'starkes', 'stck', 'wurde', 'richard', 'dawkins', 'sam', 'harris', 'gesponsort', 'fun', 'fact', 'darwin', 'ber', 'entstehung', 'arten', 'enthlt', 'beschreibung', 'entstehung', 'einzigen', 'art', 'gibt', 'wissenschaftliche', 'erklrung', 'fr', 'entstehung', 'leben', 'ersten', 'zelle']"
678,"['mag', 'kle']"
679,['beautiful']
680,"['villeicht', 'ja', 'coolsten', 'lebewesen', 'universum']"
681,"['glaube', 'menschen', 'art', 't', 'rex', 'wenige', 'begreifen', 'art', 'wahrheit', 'wre', 'wnschenswert', 'mehr', 'menschen', 'begreifen', 'vieleicht', 'knnen', 'retten']"
682,"['amaze', 'graphic', 'love', 'it', 'can', 'you', 'please', 'reupload', 'this', 'or']"
683,"['ermdete', 'spezies', 'endlich', 'verdient', 'erlst', 'mensch', 'aka', 'virus']"
684,"['merk', 'wort', 'unbedeutend']"
685,"['nieder', 'atomkraftwerken']"
686,"['ganz', 'toller', 'beitragselten', 'berzeugendes', 'gesehenich', 'mchte', 'einfach', 'danke', 'sagen']"
687,"['wow', 'nie', 'doku', 'tief', 'berhrt', 'glaube', 'gefhl', 'gerade', 'ergreift', 'demut', 'gesagt']"
688,['klassische']
689,"['gibt', 'menschen', 'knnen', 'jahrzehnte', 'wasser', 'bleiben', 'atmen', 'mordkommission', 'sache', 'aufklrt', 'jemand', 'schrieb', 'gar', 'doku', 'sei', 'schon', 'poesie', 'meinte', 'wohl', 'posse', 'aufwendig', 'produziert', 'binsenweisheiten', 'vollgestopft', 'gute', 'nacht']"
690,"['menschen', 'gibt', 'dokumentation', 'immer', 'meinung', 'mensch', 'erde', 'sonnensystem', 'entferntesten', 'einzigartig', 'begreife', 'grenwahnsinnig', 'naja', 'grenwahn', 'verdummende', 'religionen', 'gleichermaen', 'hilft', 'bildung']"
691,"['doku', 'vergleicht', 'pfel', 'birnen', 'klar', 'mensch', 'tief', 'tauchen', 'fisch', 'land', 'laufen', 'atmen', 'genannt', 'mensch', 'braucht', 'krperlich', 'garnicht', 'besser', 'tiere', 'dafr', 'technologie', 'spezies', 'verndert', 'planeten', 'massiv', 'mensch', 'nutzt', 'technologie', 'spitze', 'nahrungskette', 'kommen', 'krze', 'dank', 'mehr', 'tieren', 'abhngig', 'seindamit', 'evolotionre', 'wettrsten', 'gewonnen', 'artensterbensrate', 'kommt', 'vorerst', 'vorherrschaft', 'beendetdie', 'doku', 'gut', 'ko', 'besser', 'fhlensehr', 'schwach']"
692,"['wirbellose', 'evolutionren', 'erfolgskonzepte', 'natur', 'lange', 'menschen', 'existieren']"
693,"['schne', 'doku', 'boden', 'realitt', 'zurckholt', 'zumindest', 'nochmal', 'mehr', 'auslst', 'umgebung', 'natur', 'wertzuschtzen', 'mensch', 'winziger', 'teil', 'geschichte', 'unserer', 'erde', 'verschwenderich', 'leben', 'sellbst', 'zerstrenn', 'natur', 'anpassen', 'regenieren', 'einfach', 'weitermachen', 'wre']"
694,"['mega', 'video']"
695,"['geile', 'doku', 'schn', 'wohl', 'gut', 'fernseh', 'ausgestrahlt']"
696,"['inhalt', 'doku', 'interessant', 'laut', 'meinung', 'film', 'meisten', 'menschen', 'forum', 'schlecht', 'unwrdig', 'quasi', 'wertlos', 'knnte', 'fragen', 'stellen', 'warum', 'menschen', 'dominierende', 'rasse', 'planeten', 'warum', 'befreien', 'menschheit', 'offenbar', 'hassen', 'eigenen', 'existenz', 'wre', 'mehr', 'platz', 'fr', 'selbstachtung']"
697,"['einfach', 'toll']"
698,"['echt', 'ne', 'tolle', 'dokumentation']"
699,"['fr', 'gottloses', 'videounverschmt', 'respektlos', 'gegenber', 'inzeligenz', 'schuferzhlt', 'wunder', 'vollkommenen', 'schnheiten', 'universums', 'erwhnt', 'dreist', 'meister', 'erschaffen', 'vollbracht', 'hatder', 'mensch', 'wirklich', 'undankbar']"
700,"['doku', 'anbetracht', 'arte', 'katalogsunbedeutend']"
701,"['besten', 'dokus', 'je', 'gesehen', 'judith', 'rakers', 'gesprochen', 'schwrm']"
702,"['fr', 'dummes', 'gelaber', 'wer', 'schreibt', 'scheie']"
703,"['dumm', 'mensch', 'grte', 'parasit', 'erde', 'gnadenlos', 'eigenen', 'tod', 'aussaugtund', 'gegensatz', 'meisten', 'tieren', 'bringt', 'ganz', 'selbstverstndlich', 'seinesgleichen', 'gehtsoweit', 'krone', 'schpfung']"
704,"['erstaunlich', 'solch', 'unbedeutende', 'herzlose', 'roboter', 'mysterium', 'wunderparadies', 'derart', 'vermllen', 'zerstren', 'versklaven', 'vergewaltigen', 'knnen', 'unglaublich', 'gier', 'mglich', 'macht', 'verblendeten', 'arroganten', 'schlafenden', 'menschenja', 'gier', 'strker', 'klugklug', 'wolkenatlas']"
705,"['fr', 'tiefsten', 'erde', 'tiere', 'menschen', 'liebt', 'klar', 'kleinen', 'gruppe', 'ganz', 'oben', 'gestsuert', 'absolut', 'passiert']"
706,"['tomaten', 'echt', 'cool']"
707,"['erde', 'flach', 'geschlossen', 'biotop']"
708,"['wirds', 'erklrt', 'treffen', 'planeten', 'fragt', 'gehtsder', 'ach', 'ziemlich', 'schlechtder', 'hast', 'dennder', 'homo', 'sapiens']"
709,"['mensch', 'hybris', 'ntzt', 'gehirn', 'wirklich', 'vernetzt', 'nutzen', 'versteht']"
710,"['denken', 'mensch', 'htte', 'einfluss', 'klima']"
711,"['dokumentation', 'schlechteste', 'jemals', 'gesehen', 'allein', 'argument', 'mensch', 'schlauste', 'meisten', 'erfindungen', 'worden', 'menschen', 'natur', 'abgegucktman', 'denke', 'verbrennungsmotoren', 'kernspaltung', 'raketen', 'computer', 'quantentheorie', 'allgemeine', 'relativitt', 'theorie']"
712,"['einfach', 'gigantisch', 'doku', 'arte', 'abstand', 'beste', 'doku', 'sender', 'vielen', 'dank']"
713,"['death', 'strand', 'vorgeschichte']"
714,"['toll', 'denke', 'ziemliche', 'berschtzung', 'vorliegt', 'meiste', 'gar', 'wahrnehmen', 'knnen']"
715,"['fr', 'dilemma', 'mensch', 'scheinbar', 'unbedeutend', 'sei', 'stndig', 'bedrfnis', 'bedeuten', 'wohl', 'zwei', 'seiten', 'medaille']"
716,"['worte', 'geschaffen', 'wurde', 'unbedeutend', 'einfach', 'fantastisch', 'danke']"
717,"['warum', 'doku', 'public', 'relation', 'manipulation', 'masse', 'entfernt', 'worden']"
718,"['holy', 'shit', 'grade', 'gekuckt', 'film', 'perfekt']"
719,"['nabel', 'welt', 'nie', 'denken', 'bloss', 'bisher', 'besser', 'wussten', 'hubble', 'kam', 'astronomen', 'vorher', 'wegbereiter', 'teleskop', 'schnell', 'klargemacht', 'winzig', 'eigentlich', 'universum', 'milliarden', 'jahre', 'alt', 'milliarden', 'lichtjahre', 'gro', 'sichtbar', 'wahrnehmen', 'zumindest', 'raum', 'grer', 'annahmen', 'stimmen', 'entstanden', 'tempo', 'initialen', 'ausdehnung', 'nmlich', 'sextillionen', 'lichtjahre', 'unvorstellbar', 'riesig', 'vorstellungsvermgen', 'fast', 'entzieht', 'deswegen', 'unwichtig', 'fr', 'herum', 'unbedeutend', 'menschheit', 'prozess', 'mastab', 'universums', 'vernachlssigt', 'relevant']"
720,"['mensch', 'genau', 'solange', 'speerspitze', 'evolution', 'dominante', 'spezies', 'punkt', 'heit', 'immer', 'strt', 'bedeutung', 'unumstliche', 'wahrheit', 'gott', 'arte', 'gegeben', 'bedeutung', 'einzelne', 'ding', 'wert', 'gibt', 'existens', 'menschen', 'fr', 'irgend', 'nihilisten', 'r', 'drauen', 'bedeutungslos', 'mag', 'heit', 'fr', 'menschen', 'bedeutungslos', 'kunst', 'museum', 'fr', 'bedeutungslos', 'fr', 'menschen', 'einfach', 'wofr', 'leben', 'lohnt']"
721,"['genau', 'deshalb', 'liebe', 'arte']"
722,"['mste', 'schule', 'gezeigt']"
723,"['ganz', 'tolle', 'doku', 'danke', 'arte']"
724,"['doku', 'fantastisch', 'fr', 'hundi', 'gab', 'guter', 'chill', 'out']"
725,"['normalen', 'menschen', 'gesprochen', 'politikern', 'eliten', 'gesprochenfuck', 'deepstate']"
726,"['doku', 'einfach', 'unendlich', 'gequirlter', 'schwachsinn']"
727,"['bericht', 'erwhnten', 'stichwort', 'vernunft', 'empfehle', 'folgende', 'bcher']"
728,"['einfach', 'wahnsinns', 'groartige', 'doku']"
729,"['fr', 'universum', 'mensch', 'unbedeutend', 'ende', 'weniger', 'lang', 'erde', 'dinosaurier', 'mensch', 'einfach', 'dumme', 'spezieswas', 'ntzt', 'hoch', 'entwickeltes', 'hirn', 'gebrauchen']"
730,"['planet', 'gott']"
731,"['wer', 'meint', 'doku', 'schulen', 'laufen', 'schlechten', 'bildungssystem', 'opfer', 'gefallen', 'ziehen', 'generation', 'ungebildeter', 'nihilisten', 'gro']"
732,"['natur', 'groe', 'langeweile', 'beleidigt']"
733,"['kommt', 'doku', 'alien', 'ber', 'ja', 'wiederliche', 'menschen']"
734,"['mensch', 'stellung', 'evolution', 'erlangt', 'sonder', 'gott', 'herrscher', 'ber', 'welt', 'eingesetzt', 'worden']"
735,"['glanzstck', 'evolution', 'vergiss', 'einizge', 'teil', 'puzzle', 'grssenwahn', 'kapputt', 'macht']"
736,"['it', 'call', 'planet', 'why']"
737,"['kommt', 'halt', 'immer', 'drauf', 'relation', 'einzelne', 'punkte', 'zueinander', 'setzt', 'mensch', 'unbedeutender', 'bedeutender']"
738,"['knnen', 'sagen', 'intelligenz', 'entwickelt', 'ca', 'gehirns', 'nutzen', 'fhig', 'verbal', 'kommunizieren', 'mehr', 'eigentlich', 'untersten', 'ende', 'nahrungskette', 'werkzeuge', 'knnen', 'gar', 'halte', 'menschen', 'fr', 'widerliche', 'kreatur', 'geldgeil', 'tten', 'lust', 'rache', 'fr', 'religion', 'viele', 'fressen', 'lust', 'wirklich', 'hunger', 'schlimmste', 'vergehen', 'kindern', 'gibts', 'menschen', 'wei', 'vergewaltigung', 'schimpansenbonobos', 'gibt', 'geschlechtsreifen', 'artgenossen', 'vergehen', 'jedenfalls', 'dato', 'gelesen', 'gehrt', 'bzw', 'gesehen', 'fr', 'persnlich', 'schlimmste', 'mehr', 'regeln', 'hlt', 'fr', 'demokratie', 'anarchie']"
739,"['einfach', 'groartig']"
740,"['seit', 'anmaend', 'wisstt', 'leider', 'wenig']"
741,"['go', 'vegan']"
742,"['schn', 'animiertleider', 'bekommt', 'gefhl', 'doku', 'titel', 'angepasst', 'wurde']"
743,"['schnstenbesten', 'dokus', 'je', 'gesehen', 'bitte', 'mehr', 'davon', 'philosophisch', 'angehauchte', 'darstellung', 'unbedeutend']"
744,"['best', 'video', 'jahr', 'gesehen']"
745,"['lauter', 'bldsinn', 'schon', 'erste', 'satz', 'verkrppelt', 'weh', 'tut']"
746,"['wieso', 'feiert', 'blo', 'misanthropie']"
747,"['vornherein', 'total', 'verkannte', 'spezie']"
748,"['plump', 'bitte', 'ma', 'repetitiven', 'unbedeutend', 'bedeutende', 'galaxie', 'fr', 'wen', 'bezug', 'vergleichskategorie', 'unbedeutende', 'intelligenz', 'seinnur', 'frage', 'maes', 'ausweicht', 'stellt', 'fr', 'versammelte', 'tumbe', 'publikum', 'gefhl', 'demut', 'hnlichem', 'schwachsinn', 'demut', 'subjekt', 'geben', 'groen', 'welt', 'grunde', 'drei', 'naruistischen', 'krnkungen', 'unwrdig', 'angerissen', 'letzte', 'gnzlich', 'ignoriert', 'bildungsfernsehen', 'fr', 'bildungsferne', 'scheint']"
749,"['ganz', 'groes', 'kino']"
750,"['leute', 'schon', 'angegriffen', 'fhlen', 'ziel', 'doku', 'mensch', 'boden', 'tatsachen', 'zurckkommt', 'natrlich', 'provozierenden', 'unterton', 'genau', 'macht', 'mitreiend', 'spannend', 'eben', 'gewisse', 'art', 'weise', 'systemkritisch', 'httet', 'lieber', 'gesehen', 'doku', 'menschen', 'aktuelles', 'schaffen', 'verherrlicht']"
751,"['arten', 'fr', 'hoch', 'entwickelt', 'bestens', 'natrliche', 'umgebung', 'angepasst']"
752,"['grenwahn', 'entsteht', 'wenig', 'wei']"
753,"['genau', 'kacke', 'trotzdem', 'berstanden', 'dominiert', 'zeigt', 'krass']"
754,"['arne', 'georg', 'freiherr', 'hinkelbeindie', 'rechtliche', 'betrachtung', 'wrde', 'menschen', 'wrde', 'menschen', 'menschenwrde', 'steht', 'beginn', 'verfassung', 'unantastbar', 'heit', 'darf', 'eingeschrnkt', 'oberste', 'wert', 'verfassung', 'werten', 'rechten', 'interessen', 'vorrang', 'geniet', 'inhaltliche', 'bedeutung', 'menschenwrde', 'hintergrund', 'absolutheit', 'verstehen', 'diskussionen', 'verweis', 'hchste', 'gut', 'verfassung', 'vorschnell', 'beendet', 'knnen', 'prof', 'dr', 'stefan', 'pieper', 'bpa']"
755,"['henning', 'papendorf', 'naturdesigndie', 'energetsche', 'betrachtung', 'ursache', 'wirkung', 'mechanik', 'leben', 'wechselwirkung', 'begegnung', 'menschen', 'beim', 'kaufen', 'verkaufen', 'wrde', 'menschen', 'unantastbarim', 'paradies', 'energetischen', 'wirklichkeit', 'gibt', 'fr', 'freiihr', 'habt', 'freie', 'wahl', 'freien', 'willen', 'zusammen', 'fr', 'sichjeder', 'freie', 'wille', 'frei', 'zusammensein', 'kommunikativen', 'lebendas', 'niemand', 'schaden', 'kommtweder', 'physischer', 'gewalt', 'psychischer', 'gewaltso', 'leben', 'lebensqualitt', 'gewahrsein', 'achsamkeit', 'bleibtdas', 'lebendige', 'leben', 'verbundene', 'freie', 'wille', 'begegnen', 'immer', 'gleicher', 'augenhhe', 'ber', 'augenhhe', 'stellen', 'begegnung', 'aktives', 'vergehen', 'leben', 'tiefer', 'stellen', 'augenhhe', 'begegnung', 'passive', 'vergehen', 'eigenen', 'leben', 'immer', 'aktives', 'wirken', 'beteiligten', 'gesellschaft', 'energetische', 'gleichgewicht', 'augenhhe', 'achten', 'bewahren', 'erst', 'menschen', 'kleinste', 'struktur', 'zusammenleben', 'erkennen', 'achten', 'paradies', 'wchter', 'eigenen', 'leben', 'leben']"
756,"['richtige', 'denken', 'verhalten', 'handeln', 'kollektiv', 'energetischen', 'lebenden', 'menschen', 'ursache', 'wirkung', 'gestalltet', 'wirklichkeit', 'energetischen', 'flu', 'fliessenden', 'energien', 'wirklichkeit', 'ort', 'erde', 'niemals', 'berall', 'gleich', 'geschied', 'gleich', 'aussieht', 'relativiert', 'summe', 'denkenden', 'handelnden', 'fhlenden', 'menschen', 'wirklichkeit', 'realitt', 'realitt', 'zustlich', 'vermischen', 'gegenwart', 'zeit', 'wirkliche', 'leben', 'statt', 'findet', 'fiktiven', 'gespeicherten', 'gedanken', 'gefhlen', 'vergangenheit', 'jetzigen', 'wahrnehmung', 'manipuliert', 'relativiertdas', 'wirkliche', 'bewegte', 'leben', 'lebensfluss', 'energien', 'wirken', 'findet', 'immer', 'bewegenden', 'zeit', 'vergangenheit', 'zukunft', 'steten', 'immer', 'wiederkehrenden', 'moment', 'gegenwart', 'statt', 'ausserhalb', 'zeit', 'vergangenen', 'wirklichkeit', 'wahrhaftigkeit', 'exitiert', 'fiktion', 'gelebten', 'situation', 'situation', 'vergangenheit', 'lebendig', 'echt', 'anfhlt', 'gespeicherte', 'informationen', 'gedanken', 'gefhlen', 'energielose', 'fiktionich', 'energetisch', 'lebender', 'mensch', 'energetischen', 'wandlungsprozesse', 'achtetes', 'gibt', 'drei', 'formen', 'energetischen', 'wandlungsprozesse', 'leben', 'kreieren', 'leben', 'regenerieren', 'leben', 'minimieren', 'vernichterkraftvon', 'menschen', 'begangene', 'meist', 'kriminelle', 'negative', 'kraft', 'leben', 'minimiert', 'mittels', 'krperlicher', 'gewalt', 'waffeneine', 'waffe', 'energielosen', 'kraftlosigkeit', 'fiktionen', 'angst', 'leben', 'minimiert', 'mittels', 'anerzogener', 'indoktrination', 'fehl', 'fremdbestimmte', 'lebensentfaltungzu', 'wchter', 'eigenen', 'leben', 'leben', 'achte', 'immer', 'innewohnende', 'schpferkraft', 'ehre', 'wrde', 'liebevoll', 'achtsam', 'seinda', 'es', 'steh', 'immer', 'samenkorn', 'swer', 'samenkorn', 'ehrt', 'frchte', 'essen', 'wert', 'wer', 'weder', 'pflanzen', 'tiere', 'leben', 'peinigtund', 'wasser', 'energetisiert', 'informiert', 'reinigt', 'lebt', 'paradies', 'erdendazu', 'braucht', 'wchter', 'ber', 'leben', 'werdenzu', 'energetisches', 'leben', 'minimieren', 'tut', 'frieden', 'kriegzeiten', 'energielosen', 'fiktion', 'theorie', 'theologie', 'ideologie', 'energielosen', 'illusion', 'lebt', 'danach', 'denkt', 'handeltenergetisches', 'leben', 'minimiert', 'energisches', 'handeln', 'aktives', 'tun', 'folgenden', 'fllen', 'a', 'auto', 'fhrt', 'maschinen', 'verbrennungsmotoren', 'benutzt', 'atemluft', 'verbrennungsgasen', 'feinstaub', 'co', 'co', 'no', 'stickoxyde', 'verschmutzt', 'reinigen', 'mittter', 'luftverschmutzung', 'tut', 'selber', 'schaden', 'zufgen', 'schaden', 'leben', 'wer', 'glaubt', 'mge', 'autoabgase', 'ber', 'schlauch', 'auspuff', 'wageninnere', 'fhren', 'whrend', 'autofahrt', 'spa', 'dabei', 'b', 'wscht', 'wasser', 'benutzt', 'reinigen', 'mitwelt', 'fliessen', 'lsst', 'mittter', 'erdwasserverschmutzung', 'trinkwasser', 'genommen', 'hierbei', 'entsteht', 'schaden', 'gleich', 'sprbar', 'sowie', 'leben', 'energetisch', 'lebende', 'mensch', 'besteht', 'wasser', 'c', 'leben', 'tieren', 'pflanzen', 'isst', 'pflanzen', 'regenerieren', 'tiere', 'leben', 'wrdevoll', 'gelebt', 'vermehrt', 'mittter', 'energetische', 'lebendigkeit', 'leben', 'lebenquallitt', 'minimiert', 'es', 'steh', 'immer', 'samenkorn', 'swer', 'samenkorn', 'ehrt', 'frchte', 'essen', 'wert', 'd', 'energieloses', 'werkzeug', 'geld', 'benutz', 'energetischen', 'unverhandelbaren', 'unverusserlichen', 'leben', 'handel', 'betreibt', 'minimiert', 'alleine', 'denken', 'minimierten', 'geldwerten', 'zerstrt', 'lebenenergie', 'artensterben', 'tglich', 'verhungernden', 'menschen', 'energielose', 'ruberwerkzeug', 'geld', 'hand', 'nimmt', 'geschfte', 'energetischen', 'leben', 'ttigen', 'mittter', 'wandlungsprozess', 'verkaufen', 'kaufen', 'leben', 'minimiert', 'verkufer', 'mittter', 'kufer', 'opfermehr', 'detail', 'unterder', 'unsichtbare', 'fehler', 'beim', 'kaufen', 'verkaufen', 'betrug', 'tausch', 'tuschung', 'lsung', 'gibt', 'erkennen', 'verbessernim', 'paradies', 'wirklichkeit', 'fr', 'frei', 'e', 'konsummll', 'abfalltonne', 'wirft', 'daneben', 'sprich', 'einfach', 'fall', 'lsst', 'lade', 'hersteller', 'zurck', 'bringt', 'mll', 'her', 'belastet', 'eigene', 'mitwelt', 'sowie', 'mitwelt', 'leben', 'mittter', 'leben', 'lebensquallitt', 'minimieren', 'erst', 'kreislufer', 'vergehen', 'ursache', 'wirkung', 'schliessen', 'entsteht', 'ordnung', 'strukturalle', 'mllhalden', 'wahllosen', 'vermllungen', 'natur', 'anzeichen', 'sichtbarer', 'unordnung', 'chaos', 'f', 'fr', 'energetisches', 'wasser', 'energetischen', 'strom', 'energieloses', 'geld', 'bezahlt', 'minimiert', 'eigenen', 'lebenswert', 'sowie', 'unverhandelbaren', 'unverusserlichen', 'lebenwert', 'leben', 'wasser', 'energie', 'untrennbarer', 'bestandteil', 'physischen', 'energetischen', 'leben', 'erde', 'gehrt', 'lebende', 'mensch', 'besteht', 'etwa', 'wasser', 'stoffwechselprozesse', 'wasserverluste', 'tglich', 'tglich', 'liter', 'wasser', 'bentigt', 'lebensfunktionen', 'aufrecht', 'erhaltenjede', 'entnahme', 'wasser', 'natur', 'wasserquellen', 'privatisieren', 'energielosen', 'werkzeug', 'geld', 'verbrechen', 'leben', 'selbstgehrenden', 'allgemeingut', 'energetisches', 'wasser', 'g', 'handy', 'mobilfunktelefon', 'benutzt', 'minimiert', 'beeintrchtigt', 'funkstrahlung', 'handytechnologie', 'natrliche', 'lebendige', 'frequenz', 'wasser', 'zelle', 'lebendigen', 'krper', 'h', 'tackt', 'zeit', 'minuten', 'sekunden', 'lebt', 'immer', 'gleichmssigen', 'tack', 'impuls', 'selber', 'fremdbestimmen', 'lsst', 'tut', 'selber', 'schaden', 'ungleichmssige', 'rhythmus', 'gesunden', 'natrlichen', 'herzratenvaribilitt', 'herzens', 'freude', 'liebe', 'zufriedenheit', 'freiheit', 'tack', 'zeit', 'korset', 'gezwngt', 'gesundheit', 'herzens', 'leben', 'massiv', 'schdigt', 'schaden', 'herzerkrankungen', 'zeittacktung', 'sekunden', 'minuten', 'geschieht', 'selber', 'leben', 'zeitplan', 'zeittakt', 'gleichmssige', 'zeit', 'bemessene', 'energielose', 'schriftliche', 'vertrge', 'energetischer', 'wandlungsprozess', 'leben', 'qualitt', 'minimiert', 'lsung', 'ganz', 'einfach', 'logische', 'erklrung', 'physik', 'seit', 'ber', 'jahren', 'bekannt', 'gibt', 'materie', 'selbstgehrende', 'energie', 'frequenz', 'licht', 'allgemeingut', 'privat', 'eigentum', 'geistiger', 'praktischer', 'diebstahl', 'gehrenden', 'energien', 'allgemeingut', 'fr', 'frei', 'forderung', 'diebstahl', 'allgemeingut', 'fiktion', 'geld', 'bezahlen', 'hehlerei', 'grundformen', 'krften', 'verbrechen', 'gewalt', 'lebendige']"
